خطاب	خطاب
انسس ايم فرماوسس ؛،	انے ايم فرماوے ؛،
كه تمارا ماتم ثثر اْفريطط،	uni06430647.liga.init.fina uni062A06450627.finaرا ماتم پر اْفريں،
تمارا اْنسوطط ثثر اْفريطط،	uni062A06450627.finaرا اْنسوں پر اْفريں،
تمارا يا حسين كظظوا ثثر اْفريطط،	uni062A06450627.finaرا يا حسين كظظوا پر اْفريں،
خدا تعالى اثثنسس يه مولى جيم ححاهسس يه مثل حسين ني ذكر كرواني ياري اْثثجو!	خدا تعالى اپنے يه مولى uni062C064A.liga.init.finaم چاهے يه مثل حسين ني ذكر كرواني ياري اْپجو!
ستير 70 ثثرده ني ذكر	ستير 70 پرده ني ذكر
اما معز عليه السلام سي ذكر اْوسس ؛	اما معز عليه السلام سي ذكر اْوے ؛
عجب خدا نا اثثنا اوثثر احسان ؛	عجب خدا uni06460627.isol اپuni06460627.isol اوپر احسان ؛
انسس عجب اهنا أولياء نا ستر ني شان ؛،	انے عجب اهuni06460627.isol أولياء uni06460627.isol ستر ني شان ؛،
هوسس اْ موقع ما كيم اثثن دعاء نه كري لئيسس كه أسس مولى هميطط تو ككهنا ككنظظككارو ؛!	هوے اْ موقع ما كيم اپن دعاء uni064606BE.liga.init.medi كري لئيے uni06430647.liga.init.fina أے مولى uni06470645.liga.medi.finaيں تو گهuni06460627.isol گنظظگارو ؛!
ماتها سي ثثاؤطط لكك ككناهو نا دريا ما دٌوبا هوا ؛	ماuni062A06BE.liga.init.mediا سي پاؤں لگ گuni06460627.isolهو uni06460627.isol دريا ما دٌوuni06280627.isol هوا ؛
مككر أسس مولى اْثث كوئي وقت بهي همارا عيب نسس ظاهر نتهي كرتا انسس هميشه ححِهثثاؤتا} رهو ححهو!	مگر أے مولى اْپ كوئي وقت uni062806BE.liga.init.mediي uni06470645.liga.medi.finaارا uni0639064A.liga.init.finaب نے ظاهر نuni062A06BE.liga.init.mediي كرuni062A0627.isol انے uni06470645.liga.medi.finaيشه چِهپاؤuni062A0627.isol} رهو چهو!
مولى هميطط اهنا واسطسس اْثثناككهنا شكر ككزار ؛،	مولى uni06470645.liga.medi.finaيں اهuni06460627.isol واسطے اْپuni06460627.isolگهuni06460627.isol شكر گزار ؛،
انسس أسس مولى همارا ثثراْ} مثل اْثث ستر كرتا رهجو ايم هماري غلامانه عرض ؛،	انے أے مولى uni06470645.liga.medi.finaارا پراْ} مثل اْپ ستر كرuni062A0627.isol رهجو ايم uni06470645.liga.medi.finaاري غلاماuni064606BE.liga.init.medi عرض ؛،
استغفار انسس 70 مغفرة ني ذكر	استغفار انے 70 مغفرة ني ذكر
اسس ككناهو سي استغفار كرنار لوككو!	اے گuni06460627.isolهو سي استغفار كرuni06460627.isolر لوگو!
اثثنا هداة كرام نسس اثثني ككهني فكر ؛	اپuni06460627.isol هداة كرام نے اپني گهني فكر ؛
جيم تميطط سككلا يه سُنو كه رسول الله نسس اْ جسماني عالم نا قيد سي مؤمنين نسس ححهرٌاواني كتني فكر هتي انسس اْثث	uni062C064A.liga.init.finaم تميں سگلا يه سُنو uni06430647.liga.init.fina رسول االله نے اْ جuni063306450627.liga.init.medi.finaني عالم uni06460627.isol uni0642064A.liga.medi.finaد سي مؤمنين نے چهرٌاواني كتني فكر هتي انے اْپ
يه – يه واسطسس كتني كوششو كيدي ؛،	يه – يه واسطے كتني كوششو كيدي ؛،
يه} مثل امير المؤمنين كرتا رهيا،	يه} مثل امير المؤمنين كرuni062A0627.isol رuni0647064A.liga.medi.finaا،
برهان الدين مولى ايك رواية ما فرماوسس ؛:	برهان الدين مولى ايك رواية ما فرماوے ؛:
اسامة بن زيد كظظسس ؛	اسامة بن زيد كظظے ؛
:	:
رسول الله ايك دن بيضضها هوا ؛،	رسول االله ايك دن بيٹها هوا ؛،
امير المؤمنين اصحابو نا درميان تشريف راكهتانه هتا،	امير المؤمنين اصحابو uni06460627.isol درميان تشريف راuni06430647.liga.init.finauni062A0627.isoluni064606BE.liga.init.medi هuni062A0627.isol،
رسول الله يه منسس فرمايو كه:	رسول االله يه منے فرمايو uni06430647.liga.init.fina:
اسس اسامة !	اے اسامة !
تمسس جاؤ انسس مارا برادر مارا بهائي دنيا انسس اْخرة ما،	تمے جاؤ انے مارا برادر مارا uni062806BE.liga.init.mediائي دنيا انے اْخرة ما،
علي ابن ابي طالب نسس بلاوي لاؤ،	علي ابن ابي طالب نے بلاوي لاؤ،
جه لواء الحمد نا حامل ؛،	uni062C06BE.liga.init.medi لواء الحمد uni06460627.isol حامل ؛،
اسامة كظظسس ؛	اسامة كظظے ؛
كه جيوارسس رسول الله نا فرمان نسس سنا ته} وقت شتابي سي اضضهو،	uni06430647.liga.init.fina uni062C064A.liga.init.finaوارے رسول االله uni06460627.isol فرمان نے سuni06460627.isol uni062A06BE.liga.init.medi} وقت شuni062A0627.isolبي سي اٹهو،
ميطط امير المؤمنين نا مكان ما اْيو،	ميں امير المؤمنين uni06460627.isol مكان ما اْيو،
اسامة ككهنا نزديك تر تها،	اسامة گهuni06460627.isol نزديك تر uni062A06BE.liga.init.mediا،
تو ميطط ديكهوطط ححهوطط سوطط كه امير المؤمنين زمين ثثر سجدة بجايو ؛	تو ميں ديuni06430647.liga.init.finaوں چهوں سوں uni06430647.liga.init.fina امير المؤمنين زمين پر سجدة بجايو ؛
انسس زمين ثثر ححونضضي ككيا ؛،	انے زمين پر چونٹي گيا ؛،
خدا نا نزديك مناجاة كرسس ؛،	خدا uni06460627.isol نزديك مuni06460627.isolجاة كرے ؛،
تو ميطط ديكهوطط ححهوطط كه ككهنضضي ثثهروانو اْواز اْوي رهيو ؛،	تو ميں ديuni06430647.liga.init.finaوں چهوں uni06430647.liga.init.fina گهنٹي پهروانو اْواز اْوي رuni0647064A.liga.medi.finaو ؛،
منسس خيال ايم تهيو كه فاطمة نو مكان ؛	منے uni062E064A.liga.init.finaال ايم uni062A06BE.liga.init.mediيو uni06430647.liga.init.fina فاuni06370645.liga.init.mediة نو مكان ؛
تو فاطمة ككهنضضي ثثهراوتا هسسس،	تو فاuni06370645.liga.init.mediة گهنٹي پهراوuni062A0627.isol هےس،
اْثث نو مكان ؛،	اْپ نو مكان ؛،
اندر ككيو ديكهوطط ححهوطط كه فاطمة تو ثثلنكك ثثر ليضضا هوا ؛	اندر گيو ديuni06430647.liga.init.finaوں چهوں uni06430647.liga.init.fina فاuni06370645.liga.init.mediة تو پلنگ پر ليٹا هوا ؛
انسس تمام ككهر نا اندر اْواز سككلا راكدة ؛،	انے uni062A06450627.finaم گهر uni06460627.isol اندر اْواز سگلا راكدة ؛،
كوئي اْواز نتهي بالكل شانت انسس ككهنضضي نسس ايك هتهيلي ثثهراوسس ؛،	كوئي اْواز نuni062A06BE.liga.init.mediي uni06280627.isolلكل شانت انے گهنٹي نے ايك هuni062A06BE.liga.init.mediيلي پهراوے ؛،
هتهيلي فقط ديكهائي ؛	هuni062A06BE.liga.init.mediيلي فقط ديuni06430647.liga.init.finaائي ؛
انسس ايك هاتهـ اناج ناكهسس ؛	انے ايك هاuni062A06BE0640.liga.init.medi اuni06460627.isolج uni06460627.isoluni06430647.liga.init.finaے ؛
ثثيسائي ته واسطسس،	پيسائي uni062A06BE.liga.init.medi واسطے،
بيوسس نور نا هاتهـ ؛،كه جه ماري اْنكهـ يه هاتهـ نا نور نسس ديكهي نه سكسس اتني روشني،	بيوے نور uni06460627.isol هاuni062A06BE0640.liga.init.medi ؛،uni06430647.liga.init.fina uni062C06BE.liga.init.medi ماري اْنuni06430647.liga.init.finaـ يه هاuni062A06BE0640.liga.init.medi uni06460627.isol نور نے ديuni06430647.liga.init.finaي uni064606BE.liga.init.medi سكے اتني روشني،
فقط هاتهـ نظر اْوسس ؛،	فقط هاuni062A06BE0640.liga.init.medi نظر اْوے ؛،
كوئي بدن نظر نتهي اْوتو،	كوئي بدن نظر نuni062A06BE.liga.init.mediي اْوتو،
تو منسس ككهني خوشي تهئي كه منسس خدا يه رسول الله ني شهزادي ني اْ كرامة دكهاوي انسس رسول الله نا وصي علي	تو منے گهني خوشي uni062A06BE.liga.init.mediئي uni06430647.liga.init.fina منے خدا يه رسول االله ني شهزادي ني اْ كرامة دuni06430647.liga.init.finaاوي انے رسول االله uni06460627.isol وصي علي
المرتضى ني اْ كرامة ؛	المرتضى ني اْ كرامة ؛
كه يه سجدة ما ؛	uni06430647.liga.init.fina يه سجدة ما ؛
1420هـ	1420هـ
خدا تعالى يه اْ سجدة ما علي نسس ستير مغفرة بخشي ديدي،	خدا تعالى يه اْ سجدة ما علي نے ستير مغفرة بخشي ديدي،
ستير مغفرة،	ستير مغفرة،
ما سي ايك علي واسطسس ؛،	ما سي ايك علي واسطے ؛،
انسس 69 مغفرة رهي،يه خدا تعالى يه ذخيرة كيدو ؛،	انے 69 مغفرة رuni0647064A.liga.medi.fina،يه خدا تعالى يه ذuni062E064A.liga.init.finaرة كيدو ؛،
علي نا غلامو انسس شيعة واسطسس	علي uni06460627.isol غلامو انے شيعة واسطے
تو 69 مغفرة تميطط سنو كئي مغفرةكه جه نا سبب خدا تعالى قيامة نا دن علي نا شيعة نا ككنه معاف كري ديسسس تمارا ثثر	تو 69 مغفرة تميں سنو كئي مغفرةuni06430647.liga.init.fina uni062C06BE.liga.init.medi uni06460627.isol سبب خدا تعالى uni0642064A.liga.medi.finaامة uni06460627.isol دن علي uni06460627.isol شيعة uni06460627.isol گuni064606BE.liga.init.medi معاف كري ديےس uni062A06450627.finaرا پر
كيوا احسان،	كيوا احسان،
المجلس السادس- 1411هـ	اuni06440645062C.initلس السادس- 1411هـ
خدا تعالى امير المؤمنين مولانا علي بن ابي طالب ني حرمة سي اثثنا ككناهو نسس معاف كرجو،	خدا تعالى امير المؤمنين مولاuni06460627.isol علي بن ابي طالب ني حرمة سي اپuni06460627.isol گuni06460627.isolهو نے معاف كرجو،
ستر العيب - سدهاروو	ستر الuni0639064A.liga.init.finaب - سدهاروو
عيوب – خاميو - نسس ستر كرواني أيك معنى سوطط كه اهنسس سدهاروو،	uni0639064A.liga.init.finaوب – خاميو - نے ستر كرواني أيك معنى سوں uni06430647.liga.init.fina اهنے سدهاروو،
اهنسس خالي ححِهثثاوو نظظيطط بلكه اهوي طرح سي عمل كروو كه يه سدهري جائي انسس اهنا سي يه عيب نكلي} جائي،	اهنے خالي چِهپاوو نظuni0638064A.liga.init.finaں بلuni06430647.liga.init.fina اهوي طرح سي عمل كروو uni06430647.liga.init.fina يه سدهري جائي انے اهuni06460627.isol سي يه uni0639064A.liga.init.finaب نكلي} جائي،
اهما أيك رواية ذكر كريئسس – كوني رواية كه	اuni06470645.liga.medi.finaا أيك رواية ذكر كريئے – كوني رواية uni06430647.liga.init.fina
مشكي والا صاحب ني ذكر:	مشكي والا صاحب ني ذكر:
زين العابدين اْثثنا فرزند باقر امام غسل واسطسس تخته ثثر لضضايا اْثثنا شهزاده محمد الباقر،	زين العابدين اْپuni06460627.isol فرزند uni06280627.isolقر امام غسل واسطے تخuni062A06BE.liga.init.medi پر لٹايا اْپuni06460627.isol شهزاده محمد الuni06280627.isolقر،
ته وقت اْثثنا تمام اْتن نظر اْيا بدن ثثر اكها اْتن،	uni062A06BE.liga.init.medi وقت اْپuni06460627.isol uni062A06450627.finaم اْتن نظر اْيا بدن پر اuni06430647.liga.init.finaا اْتن،
اْثثنا اصحاب ما سي جه نسس اْثثئيسس بلايا غسل واسطسس تو اْتن نظر اْيا،	اْپuni06460627.isol اصحاب ما سي uni062C06BE.liga.init.medi نے اْپئيے بلايا غسل واسطے تو اْتن نظر اْيا،
غسل ما بهي سككلا اْوي نه سكسس،	غسل ما uni062806BE.liga.init.mediي سگلا اْوي uni064606BE.liga.init.medi سكے،
كيم كه امام نو غسل ؛،	كيم uni06430647.liga.init.fina امام نو غسل ؛،
جه نسس رزا تهائي ته} اْوسس،	uni062C06BE.liga.init.medi نے رزا uni062A06BE.liga.init.mediائي uni062A06BE.liga.init.medi} اْوے،
جه نسس رزا تهئي تهي ته اْيا تها،	uni062C06BE.liga.init.medi نے رزا uni062A06BE.liga.init.mediئي uni062A06BE.liga.init.mediي uni062A06BE.liga.init.medi اْيا uni062A06BE.liga.init.mediا،
تو اْ تمام اْتن سوطط ؛،	تو اْ uni062A06450627.finaم اْتن سوں ؛،
اْ ديكهتا ديكهتا كاندها ثثر بهي ؛،	اْ ديuni06430647.liga.init.finauni062A0627.isol ديuni06430647.liga.init.finauni062A0627.isol كاندها پر uni062806BE.liga.init.mediي ؛،
اصحاب يه ثثوححهو،	اصحاب يه پوچهو،
باقر امام فرماوسس ؛،	uni06280627.isolقر امام فرماوے ؛،
اْ سككلا سجده ني جككه ثثر اْتنو ؛	اْ سگلا سجده ني جگه پر اْتنو ؛
وه شخص يه عرض كيدي كه همنسس خبر ؛	وه شخص يه عرض كيدي uni06430647.liga.init.fina uni06470645.liga.medi.finaنے خبر ؛
كه نماز ككهني ثثرٌهتا تها،	uni06430647.liga.init.fina uni064606450627.finaز گهني پرٌهuni062A0627.isol uni062A06BE.liga.init.mediا،
ايك هزار ركعة،	ايك هزار ركعة،
اْ اهنا اْتن ؛،	اْ اهuni06460627.isol اْتن ؛،
مككر اْ كاندها ثثر سه نا اْتن ؛،	مگر اْ كاندها پر سه uni06460627.isol اْتن ؛،
يه همنسس خبر نتهي،	يه uni06470645.liga.medi.finaنے خبر نuni062A06BE.liga.init.mediي،
تو باقر امام فرماوسس ؛	تو uni06280627.isolقر امام فرماوے ؛
كه باواجي صاحب زنده هوتا تو ميطط اْ ذكر نه كرتو،	uni06430647.liga.init.fina uni06280627.isolواuni062C064A.liga.init.fina صاحب زنده هوuni062A0627.isol تو ميں اْ ذكر uni064606BE.liga.init.medi كرتو،
باواجي صاحب وفاة تهئي ككيا ته سي ميطط ذكر كروطط ححهوطط،	uni06280627.isolواuni062C064A.liga.init.fina صاحب وفاة uni062A06BE.liga.init.mediئي گيا uni062A06BE.liga.init.medi سي ميں ذكر كروں چهوں،
زين العابدين باواجي صاحب ني عادة هتي كه رسورا ما جمن زياده ثثكاوانو امر تهائي،	زين العابدين uni06280627.isolواuni062C064A.liga.init.fina صاحب ني عادة هتي uni06430647.liga.init.fina رسورا ما جمن زياده پكاوانو امر uni062A06BE.liga.init.mediائي،
رات ني وقت اْثث نماز ثثرٌهتا رهسس،	رات ني وقت اْپ uni064606450627.finaز پرٌهuni062A0627.isol رهے،
تاكه ككهر نا لوككو سككلا سوئي جائي،	uni062A0627.isoluni06430647.liga.init.fina گهر uni06460627.isol لوگو سگلا سوئي جائي،
ديكهسس كه هوسس كوئي جاككتو نتهي سككلا سوئي ككيا ؛	ديuni06430647.liga.init.finaے uni06430647.liga.init.fina هوے كوئي جاگتو نuni062A06BE.liga.init.mediي سگلا سوئي گيا ؛
ته وقت رسورا ما ثثدهارسس انسس ايك مشكيزه بناوي تهي مهوضضي ايك basket ني مثل اهما جمن بهري نسس كاندها ثثر	uni062A06BE.liga.init.medi وقت رسورا ما پدهارے انے ايك مشكيزه بuni06460627.isolوي uni062A06BE.liga.init.mediي uni064506BE.liga.init.mediوٹي ايك basket ني مثل اuni06470645.liga.medi.finaا جمن uni062806BE.liga.init.mediري نے كاندها پر
ناكهسس انسس باهر ثثدهارسس تارسس يه وات ميطط يه جاني ليدي،	uni06460627.isoluni06430647.liga.init.finaے انے uni06280627.isolهر پدهارے uni062A0627.isolرے يه وات ميں يه جاني ليدي،
اْثثنا شهزاده باقر فرماوسس ؛	اْپuni06460627.isol شهزاده uni06280627.isolقر فرماوے ؛
غسل دسس ؛	غسل دے ؛
ته وقت اْ ذكر تهائي ؛،	uni062A06BE.liga.init.medi وقت اْ ذكر uni062A06BE.liga.init.mediائي ؛،
تو يه سوطط بنو باواجي صاحب نسس خبر نهيطط كه ميطط جاككو ححهوطط،	تو يه سوں بنو uni06280627.isolواuni062C064A.liga.init.fina صاحب نے خبر uni064606BE.liga.init.mediيں uni06430647.liga.init.fina ميں جاگو چهوں،
اهوي شاكلة سي ميطط جاتو تهو ثثيححهسس،	اهوي شاكلة سي ميں جاتو uni062A06BE.liga.init.mediو پيچهے،
ميطط سوتو هوئي ديكهوطط باواجي صاحب سوطط كرسس ؛	ميں سوتو هوئي ديuni06430647.liga.init.finaوں uni06280627.isolواuni062C064A.liga.init.fina صاحب سوں كرے ؛
نماز ثثرهتا ثثرهتا وهاطط كهاطط ثثدهارسس ؛	uni064606450627.finaز پرهuni062A0627.isol پرهuni062A0627.isol وهاں uni06430647.liga.init.finaاں پدهارے ؛
تاكه دروازه كهولي نسس باهر ثثدهارا ميطط مارا دل ما بسس ححين تهئي ككيو كه اْ رات ني وقت اندهيرا ما باواجي صاحب	uni062A0627.isoluni06430647.liga.init.fina دروازه uni06430647.liga.init.finaولي نے uni06280627.isolهر پدهارا ميں مارا دل ما بے چين uni062A06BE.liga.init.mediئي گيو uni06430647.liga.init.fina اْ رات ني وقت اندuni0647064A.liga.medi.finaرا ما uni06280627.isolواuni062C064A.liga.init.fina صاحب
كهاطط ثثدهارسس ؛	uni06430647.liga.init.finaاں پدهارے ؛
ميطط ححهوثثي ححهوثثي نسس ثثححهاري جاؤ،	ميں چهوپي چهوپي نے پچهاري جاؤ،
باواجي صاحب نا ايم خيال ما كه باواجي صاحب نسس خبر نه ثثرٌي جائي كه كوئي منسس ديكهسس ؛	uni06280627.isolواuni062C064A.liga.init.fina صاحب uni06460627.isol ايم uni062E064A.liga.init.finaال ما uni06430647.liga.init.fina uni06280627.isolواuni062C064A.liga.init.fina صاحب نے خبر uni064606BE.liga.init.medi پرٌي جائي uni06430647.liga.init.fina كوئي منے ديuni06430647.liga.init.finaے ؛
يه فكر ما فكر ما ثثيححهسس جاؤطط ححهوطط،	يه فكر ما فكر ما پيچهے جاؤں چهوں،
اْ باقر امام فرماوسس ؛	اْ uni06280627.isolقر امام فرماوے ؛
انسس ثثريشاني ما ثثريشاني ما ثثيححهسس جاؤ ححهوطط تارسس ميطط اْ ديكهو كه باواجي صاحب كاندها ثثر مشكيزه لئي نسس	انے پريشاني ما پريشاني ما پيچهے جاؤ چهوں uni062A0627.isolرے ميں اْ ديuni06430647.liga.init.finaو uni06430647.liga.init.fina uni06280627.isolواuni062C064A.liga.init.fina صاحب كاندها پر مشكيزه لئي نے
ثثدهارسس،	پدهارے،
مدينه ني ككليو ما انسس اهما ككهرو هوئي وهاطط ثثدهاري نسس جمن نسس تقسيم كرسس كه جه لوككو نسس تقسيم كرسس يه	مديuni064606BE.liga.init.medi ني گليو ما انے اuni06470645.liga.medi.finaا گهرو هوئي وهاں پدهاري نے جمن نے تقسيم كرے uni06430647.liga.init.fina uni062C06BE.liga.init.medi لوگو نے تقسيم كرے يه
لوككو نسس بهي خبر نه هوئي اْ كون ؛،	لوگو نے uni062806BE.liga.init.mediي خبر uni064606BE.liga.init.medi هوئي اْ كون ؛،
كوئي جانسس نهيطط اْ جمن كون لئي نسس اْوسس ؛	كوئي جانے uni064606BE.liga.init.mediيں اْ جمن كون لئي نے اْوے ؛
فقط اتنو} جانسس ححهوتا ححهوتا بححاؤ هوئي انسس كوئي وقت ذرا دير تهائي كيم كه ككهر نا لوككو سوئي جائي ثثححهي	فقط اتنو} جانے چهوuni062A0627.isol چهوuni062A0627.isol بچاؤ هوئي انے كوئي وقت ذرا دير uni062A06BE.liga.init.mediائي كيم uni06430647.liga.init.fina گهر uni06460627.isol لوگو سوئي جائي پچuni0647064A.liga.medi.fina
اْثث اْ عمل كرسس،	اْپ اْ عمل كرے،
وهاطط بهي سككلا سوئي ككيا هوئي نسس تو سككلا دروازه ثثر بححاؤ كهرا كهرا وار جوتا هوئي انسس اْثثس ما وات كرتا	وهاں uni062806BE.liga.init.mediي سگلا سوئي گيا هوئي نے تو سگلا دروازه پر بچاؤ uni06430647.liga.init.finaرا uni06430647.liga.init.finaرا وار جوuni062A0627.isol هوئي انے اْپس ما وات كرuni062A0627.isol
هوئي كه مشكي والا كيوارسس اْؤسسس انسس هجي كيم اْيا نتهي،	هوئي uni06430647.liga.init.fina مشكي والا كيوارے اْؤےس انے هuni062C064A.liga.init.fina كيم اْيا نuni062A06BE.liga.init.mediي،
انسس ثثححهي اْثث سككلا ما جمن تقسيم كرتا،	انے پچuni0647064A.liga.medi.fina اْپ سگلا ما جمن تقسيم كرuni062A0627.isol،
اْ وات ني خبر مارا سوى كوئي نسس نظظيطط،	اْ وات ني خبر مارا سوى كوئي نے نظuni0638064A.liga.init.finaں،
تو أسس عزيزو غور كرو!	تو أے عزيزو غور كرو!
امام عليه السلام كه جه هر مؤمن ني دل ني وات جانسس ؛	امام عليه السلام uni06430647.liga.init.fina uni062C06BE.liga.init.medi هر مؤمن ني دل ني وات جانے ؛
تو اْ م ايم بهي جانتا كه اْ سككلا مدينة نا وسناراؤ نا نزديك جمن نتهي انسس سككلا ثثر فقر نو حالة اْيو ؛	تو اْ م ايم uni062806BE.liga.init.mediي جانuni062A0627.isol uni06430647.liga.init.fina اْ سگلا مدينة uni06460627.isol وسuni06460627.isolراؤ uni06460627.isol نزديك جمن نuni062A06BE.liga.init.mediي انے سگلا پر فقر نو حالة اْيو ؛
كه جه فقر بهي أيك ككهنو مظظوضضو عيب ؛،	uni06430647.liga.init.fina uni062C06BE.liga.init.medi فقر uni062806BE.liga.init.mediي أيك گهنو مظظوٹو uni0639064A.liga.init.finaب ؛،
كه جه انسان ني اهوي حالة كري دسس ؛	uni06430647.liga.init.fina uni062C06BE.liga.init.medi انسان ني اهوي حالة كري دے ؛
كه اهما انسان ثثوتاني حالة كوئي نسس كظظي بهي نتهي سكتو كيم كه اهني يه فقر نا سبب لوككو ما فضيحة تهئي سكسس ؛	uni06430647.liga.init.fina اuni06470645.liga.medi.finaا انسان پوuni062A0627.isolني حالة كوئي نے كظuni0638064A.liga.init.fina uni062806BE.liga.init.mediي نuni062A06BE.liga.init.mediي سكتو كيم uni06430647.liga.init.fina اهني يه فقر uni06460627.isol سبب لوگو ما فضيحة uni062A06BE.liga.init.mediئي سكے ؛
انسس يه اهنسس ححِهثثاوي بهي نتهي سكتو كيم كه اهنا سبب يه قتل تهئي جاسسس تو اهوي خامي نسس مولانا علي زين	انے يه اهنے چِهپاوي uni062806BE.liga.init.mediي نuni062A06BE.liga.init.mediي سكتو كيم uni06430647.liga.init.fina اهuni06460627.isol سبب يه قتل uni062A06BE.liga.init.mediئي جاےس تو اهوي خامي نے مولاuni06460627.isol علي زين
العابدين اْقا سوطط شان سي ححهثثاوسس ؛	العابدين اْقا سوں شان سي چهپاوے ؛
انسس اهنسس سدهاري دسس ؛	انے اهنے سدهاري دے ؛
كه رات ما ثثدهارا كه جيوارسس سككلا ككهر نا لوككو سوئي ككيا هوئي انسس يه وقت ما يه سككلا نسس جمن اْثثوا ثثوتسس	uni06430647.liga.init.fina رات ما پدهارا uni06430647.liga.init.fina uni062C064A.liga.init.finaوارے سگلا گهر uni06460627.isol لوگو سوئي گيا هوئي انے يه وقت ما يه سگلا نے جمن اْپوا پوتے
جائي ؛،	جائي ؛،
ايم نظظيطط كه كوئي نا ساتهسس موكلسس بلكه هجي ستر كروا خاطر ثثوتسس ثثدهارسس ؛	ايم نظuni0638064A.liga.init.finaں uni06430647.liga.init.fina كوئي uni06460627.isol ساuni062A06BE.liga.init.mediے موكلے بلuni06430647.liga.init.fina هuni062C064A.liga.init.fina ستر كروا خاطر پوتے پدهارے ؛
انسس جمن بهي اهوي شاكلة سي اْثثسس ؛	انے جمن uni062806BE.liga.init.mediي اهوي شاكلة سي اْپے ؛
كه كوئي نسس خبر بهي نه ثثرٌسس كه كون ؛،	uni06430647.liga.init.fina كوئي نے خبر uni062806BE.liga.init.mediي uni064606BE.liga.init.medi پرٌے uni06430647.liga.init.fina كون ؛،
تاكه لوككو نسس ايم نه تهائي كه مارا مولى منسس اْوي فقر ني حالة ما ديكهسس ؛	uni062A0627.isoluni06430647.liga.init.fina لوگو نے ايم uni064606BE.liga.init.medi uni062A06BE.liga.init.mediائي uni06430647.liga.init.fina مارا مولى منے اْوي فقر ني حالة ما ديuni06430647.liga.init.finaے ؛
تو يه جمن ليتا شرمائي بلكه ثثوتانسس بهي مخفي كري دسس ؛،	تو يه جمن ليuni062A0627.isol شرمائي بلuni06430647.liga.init.fina پوuni062A0627.isolنے uni062806BE.liga.init.mediي مخuni0641064A.liga.medi.fina كري دے ؛،
انسس يه} مثل اثثنا زمان ما مولانا محمد برهان الدين اْقا نا زمان ما اْثث بارها فرماؤتا كه منسس فكر ؛	انے يه} مثل اپuni06460627.isol زمان ما مولاuni06460627.isol محمد برهان الدين اْقا uni06460627.isol زمان ما اْپ uni06280627.isolرها فرماؤuni062A0627.isol uni06430647.liga.init.fina منے فكر ؛
كه مارا كوئي فرزند راتسس بهوكا تو نتهي سوتا،	uni06430647.liga.init.fina مارا كوئي فرزند راتے uni062806BE.liga.init.mediوكا تو نuni062A06BE.liga.init.mediي سوuni062A0627.isol،
تو اْثث يه فيض الموائد البرهانية ني تهالي نسس شروع فرماوينسس جه اهوا مؤمنين هسسس كه جه نسس تنككي ني حالة ؛	تو اْپ يه uni0641064A.liga.medi.finaض الموائد البرهانية ني uni062A06BE.liga.init.mediالي نے شروع فرماوينے uni062C06BE.liga.init.medi اهوا مؤمنين هےس uni06430647.liga.init.fina uni062C06BE.liga.init.medi نے تنگي ني حالة ؛
تو اهنا بهي عيب نسس خامي نسس ستر كيدي سدهاري ديدي خدا اْثثنا فيض ني بركات نسس كه جه امام علي زين العابدين نا	تو اهuni06460627.isol uni062806BE.liga.init.mediي uni0639064A.liga.init.finaب نے خامي نے ستر كيدي سدهاري ديدي خدا اْپuni06460627.isol uni0641064A.liga.medi.finaض ني بركات نے uni06430647.liga.init.fina uni062C06BE.liga.init.medi امام علي زين العابدين uni06460627.isol
مشكي ني} بركات ؛	مشكي ني} بركات ؛
اهنسس قيامة نا دن لكك جارية سارية راكهجو!	اهنے uni0642064A.liga.medi.finaامة uni06460627.isol دن لگ جارية سارية راuni06430647.liga.init.finaجو!
رقص ني ذكر	رقص ني ذكر
جه مثل اثثنا زمان نا داعي مولانا عالي قدر مفضل سيف الدين اْقا ني شان ؛	uni062C06BE.liga.init.medi مثل اپuni06460627.isol زمان uni06460627.isol داuni0639064A.liga.init.fina مولاuni06460627.isol عالي قدر مفضل سيف الدين اْقا ني شان ؛
كه زمان ني جه برائيو ؛	uni06430647.liga.init.fina زمان ني uni062C06BE.liga.init.medi برائيو ؛
اهنو أثر مؤمنين ثثرتهاوا لاككو انسس سككلا اهوا عملو كروا لاككا كه جه نا سبب اهنا ايمان ثثر عيب لاككي جائي خامي	اهنو أثر مؤمنين پرuni062A06BE.liga.init.mediاوا لاگو انے سگلا اهوا عملو كروا لاگا uni06430647.liga.init.fina uni062C06BE.liga.init.medi uni06460627.isol سبب اهuni06460627.isol ايمان پر uni0639064A.liga.init.finaب لاگي جائي خامي
لاككي جائي ته وقت اْثث مولى ككهنا } شان سي عمل فرماوسس ؛،	لاگي جائي uni062A06BE.liga.init.medi وقت اْپ مولى گهuni06460627.isol } شان سي عمل فرماوے ؛،
ححند ورسو قبل سيدنا محمد برهان الدين اْقا رض نا عرس نا مبارك دن ثثر اْثث مولى يه ككهني} تأكيد سي ككهنو زور دئي	چند ورسو قبل سيدuni06460627.isol محمد برهان الدين اْقا رض uni06460627.isol عرس uni06460627.isol مuni06280627.isolرك دن پر اْپ مولى يه گهني} تأكيد سي گهنو زور دئي
